,component,heating_sensible_btuh_sf,heating_latent_btuh_sf,cooling_sensible_btuh_sf,cooling_latent_btuh_sf,sim_name,building_type,climate_zone,ashrae_standard
5,Interzone Ceiling,0.41010087757815517,0.0,0.0,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
6,Exterior Wall,0.34252487485537325,0.0,0.0,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
7,Interzone Wall,0.0958783509617526,0.0,0.0,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
8,Ground Contact Wall,0.007767773864065101,0.0,0.0,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
9,Fenestration Conduction,1.4738998446304843,0.0,0.0,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
10,Fenestration Solar,0.0,0.0,0.7140027715949799,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
11,Opaque Door,0.006749397913797303,0.0,0.0,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
0,People,0.0,0.0,11.743211150026388,6.483531641318429,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
1,Lights,0.0,0.0,3.602784308081051,0.0,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
2,Equipment,0.0,0.0,30.840206144349025,8.091089734363257,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
3,Refrigeration,0.0,0.008835900142333958,2.7996889443298314,0.0,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
4,Water Use Equipment,0.0,0.0,0.34967375137936,0.0,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
5,Infiltration,0.21546002654768187,0.023988869164707577,0.0,0.0,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
6,Interzone Ceiling,1.114482879943706,0.0,0.025620112267907693,0.0,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
7,Exterior Wall,1.8037630539429705,0.0,0.0,0.0,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
8,Fenestration Conduction,1.551400150330247,0.0,0.1676502103024197,0.0,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
9,Fenestration Solar,0.0,0.0,1.6347294855187193,0.0,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
10,Opaque Door,0.12450223096483232,0.0,0.0,0.0,RestaurantFastFood_STD2016_PortAngeles,RestaurantFastFood,5C,STD2016
0,People,0.0,0.0,0.025793659942363115,0.016671853986551393,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
1,Lights,0.0,0.0,0.8423669548511047,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
2,Equipment,0.0,0.0,0.5285218059558118,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
3,Water Use Equipment,0.0,0.0,0.0018897214217098942,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
4,Infiltration,1.9896580211335253,1.3161690682036504,0.03913006724303554,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
5,Zone Ventilation,0.6483707973102785,0.4821517771373679,0.0,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
6,Roof,3.977008645533141,0.0,5.370435734870317,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
7,Interzone Ceiling,0.11498943323727186,0.0,0.11986801152737753,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
8,Exterior Wall,1.9313487031700287,0.0,0.8582899135446685,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
9,Interzone Wall,0.018441882804995195,0.0,0.0,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
10,Fenestration Conduction,0.5720153698366955,0.0,0.6083375600384247,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
11,Fenestration Solar,0.0,0.0,0.21699423631123918,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
12,Opaque Door,0.6873583093179635,0.0,0.334702785782901,0.0,Warehouse_STD2013_Denver,Warehouse,5B,STD2013
0,People,0.0,0.0,16.782153728725774,9.039910586909706,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
1,Lights,0.0,0.0,3.3726781219616355,0.0,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
2,Equipment,0.0,0.0,20.312131648054084,5.244535715259289,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
3,Refrigeration,0.0,0.007160316580494498,0.9577668535497179,0.0,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
4,Water Use Equipment,0.0,0.0,0.24007414744073202,0.0,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
5,Infiltration,0.30004270747199024,0.04461567818556851,3.449642438505784,5.6947033648035905,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
6,Interzone Ceiling,0.9493598422549544,0.0,0.5013003062216608,0.0,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
7,Exterior Wall,1.2500204450663783,0.0,0.0,0.0,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
8,Ground Contact Floor,0.0,0.0,0.7804490645246295,0.0,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
9,Fenestration Conduction,1.0727753496106351,0.0,0.8711270229257344,0.0,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
10,Fenestration Solar,0.0,0.0,0.5623683564892641,0.0,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
11,Opaque Door,0.03509282060135755,0.0,0.0,0.0,RestaurantSitDown_STD2019_Tampa,RestaurantSitDown,2A,STD2019
0,People,0.0,0.0,0.5122383099194772,0.46892911511773483,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
1,Lights,0.0,0.0,5.1182909244994566,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
2,Equipment,0.0,0.0,7.311985528873736,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
3,Water Use Equipment,0.0,0.0,0.002633558712351651,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
4,Infiltration,0.20962561006545302,0.08195680277039971,0.0,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
5,Interzone Ceiling,0.4384160608035018,0.0,0.0,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
6,Exterior Wall,0.39016413280304246,0.0,0.0,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
7,Interzone Wall,0.09855885764770758,0.0,0.0,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
8,Fenestration Conduction,1.5507180402772702,0.0,0.0,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
9,Fenestration Solar,0.0,0.0,0.5888763344450103,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
10,Opaque Door,0.006387411188662728,0.0,0.0,0.0,OfficeLarge_STD2016_Albuquerque,OfficeLarge,4B,STD2016
0,People,0.0,0.0,0.5152989649663715,0.49604739914052975,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
1,Lights,0.0,0.0,4.472660136363705,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
2,Equipment,0.0,0.0,6.7950384688244405,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
3,Water Use Equipment,0.0,0.0,0.01629182310008905,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
4,Infiltration,0.216491550730669,0.08253121583262854,0.0,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
5,Interzone Ceiling,0.9642433097210228,0.0,0.0,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
6,Exterior Wall,0.5175280013961543,0.0,0.0,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
7,Interzone Wall,0.16908607082499894,0.0,0.0,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
8,Fenestration Conduction,1.942356800957022,0.0,0.0,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
9,Fenestration Solar,0.0,0.0,0.7468254643033473,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
10,Opaque Door,0.02865957253215555,0.0,0.0,0.0,OfficeMedium_STD2019_Albuquerque,OfficeMedium,4B,STD2019
0,People,0.0,0.0,16.447263541448965,9.040017809924489,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
1,Lights,0.0,0.0,4.260193910096228,0.0,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
2,Equipment,0.0,0.0,20.19659067159771,5.244535715259289,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
3,Refrigeration,0.0,0.030440432163269755,1.2768661802255317,0.0,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
4,Water Use Equipment,0.0,0.0,0.2400814167976665,0.0,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
5,Infiltration,0.03845489818356943,0.0,2.8311746372136555,3.7283695741065506,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
6,Interzone Ceiling,0.500258970840792,0.0,0.3162660948105878,0.0,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
7,Exterior Wall,0.9749661520567737,0.0,0.0,0.0,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
8,Ground Contact Floor,0.0,0.0,0.7108595105905443,0.0,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
9,Fenestration Conduction,0.5094910541476224,0.0,0.7780229166477359,0.0,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
10,Fenestration Solar,0.0,0.0,0.5268775385957419,0.0,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
11,Opaque Door,0.03563802237144596,0.0,0.0,0.0,RestaurantSitDown_STD2013_Honolulu,RestaurantSitDown,1A,STD2013
0,People,0.0,0.0,4.363564473952148,1.8875216293379344,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
1,Lights,0.0,0.0,3.5075256135657633,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
2,Equipment,0.0,0.0,7.3035891538936255,0.2625240959401406,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
3,Refrigeration,0.0,0.002131308063918281,0.0652119677164553,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
4,Water Use Equipment,0.0,0.0,0.0357114872100637,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
5,Infiltration,0.5763996974737982,0.24973968647091,0.2115145985595698,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
6,Roof,0.3253319350598703,0.0,0.3928622222738969,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
7,Interzone Ceiling,0.03332881088812663,0.0,0.0,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
8,Exterior Wall,1.3164728824823917,0.0,0.0,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
9,Interzone Wall,0.0017759535884128894,0.0,0.0,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
10,Ground Contact Wall,0.009794355382478094,0.0,0.0,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
11,Fenestration Conduction,1.7870342614935677,0.0,0.6971930353470441,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
12,Fenestration Solar,0.0,0.0,1.1683192150891042,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
13,Opaque Door,0.01896151830358031,0.0,0.0,0.0,HotelLarge_STD2019_Albuquerque,HotelLarge,4B,STD2019
0,People,0.0,0.0,1.657207739687675,1.9514340820008709,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
1,Lights,0.0,0.0,8.997831323159515,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
2,Equipment,0.0,0.0,2.0641008434730823,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
3,Water Use Equipment,0.0,0.0,0.040984437077263555,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
4,Infiltration,3.0524659811040697,1.2239158837802526,0.0,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
5,Roof,2.7412030823652795,0.0,1.0395285794277893,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
6,Exterior Wall,2.2513843090897776,0.0,0.0,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
7,Interzone Wall,0.6819333220751749,0.0,0.0,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
8,Ground Contact Floor,1.865248731235168,0.0,0.0,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
9,Fenestration Conduction,1.3997164721671658,0.0,0.0,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
10,Fenestration Solar,0.0,0.0,0.28383491391952786,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
11,Opaque Door,0.44948049524046535,0.0,0.0,0.0,RetailStripmall_STD2013_Denver,RetailStripmall,5B,STD2013
0,People,0.0,0.0,2.245060242631922,1.0353200498873627,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
1,Lights,0.0,0.0,2.2739103829211644,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
2,Equipment,0.0,0.0,2.994931465566454,0.1137965849611905,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
3,Refrigeration,0.0,0.014183020468915418,0.07480548783748979,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
4,Water Use Equipment,0.0,0.0,0.01058513339900521,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
5,Infiltration,0.11857826326583949,0.0361106822756861,0.011648207988426374,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
6,Roof,2.154931990916191,0.0,1.1408346479720552,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
7,Interzone Ceiling,0.19247856592039186,0.0,0.0,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
8,Exterior Wall,0.9616498485209982,0.0,0.0,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
9,Interzone Wall,0.36820568219792676,0.0,0.0,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
10,Ground Contact Floor,0.1755175453536135,0.0,0.0,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
11,Fenestration Conduction,3.008732469534457,0.0,0.7939850015494972,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
12,Fenestration Solar,0.0,0.0,2.086407656602584,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
13,Opaque Door,0.18045384148244972,0.0,0.0,0.0,SchoolSecondary_STD2019_Fairbanks,SchoolSecondary,8,STD2019
0,People,0.0,0.0,1.086099501054876,0.6245185460086079,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
1,Lights,0.0,0.0,3.2532972897701034,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
2,Equipment,0.0,0.0,3.5726807095958213,0.21552185090321843,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
3,Refrigeration,0.0,0.020221439430657715,0.14102010314191443,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
4,Water Use Equipment,0.0,0.0,0.018843509961664843,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
5,Infiltration,1.006094012050123,0.44164586320345617,0.03862704578654667,0.07010811041011382,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
6,Roof,2.49094145219327,0.0,2.7150963178377108,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
7,Exterior Wall,1.0167624200562284,0.0,0.0,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
8,Interzone Wall,0.3791550312609636,0.0,0.0,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
9,Ground Contact Floor,0.19253562952192255,0.0,0.0,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
10,Fenestration Conduction,3.0332118586838153,0.0,0.2931584152459135,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
11,Fenestration Solar,0.0,0.0,1.3800535515956307,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
12,Opaque Door,0.3235200473730853,0.0,0.0,0.0,SchoolPrimary_STD2013_Buffalo,SchoolPrimary,5A,STD2013
0,People,0.0,0.0,1.0096915609741717,0.546576795337087,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
1,Lights,0.0,0.0,5.973633199041953,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
2,Equipment,0.0,0.0,12.499865976362818,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
3,Refrigeration,0.08177967491173568,0.006480500368161317,0.0,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
4,Water Use Equipment,0.0,0.0,0.0180570870308179,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
5,Infiltration,0.0684145744846818,0.03120179579252727,0.0548501982572704,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
6,Roof,0.37108358669611075,0.0,0.3580762966714441,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
7,Interzone Ceiling,0.0,0.0,0.09082181952841567,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
8,Exterior Wall,1.0363707939267128,0.0,0.0,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
9,Interzone Wall,0.00106117572473789,0.0,0.0,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
10,Ground Contact Wall,0.002708627230290783,0.0,0.0,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
11,Fenestration Conduction,0.6431983563079465,0.0,0.48850646907295886,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
12,Fenestration Solar,0.0,0.0,0.30439657979296186,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
13,Opaque Door,0.029633011234965093,0.0,0.0,0.0,Hospital_STD2019_ElPaso,Hospital,3B,STD2019
0,People,0.0,0.0,1.066505006105006,0.6855035409035409,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
1,Lights,0.0,0.0,1.9892202686202687,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
2,Equipment,0.0,0.0,6.096035164835165,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
3,Water Use Equipment,0.0,0.0,0.02887203907203907,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
4,Infiltration,0.35276434676434676,0.11765811965811966,0.0,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
5,Roof,0.6585641025641026,0.0,0.0,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
6,Interzone Ceiling,0.13988278388278388,0.0,0.0,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
7,Exterior Wall,1.0638559218559218,0.0,0.0,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
8,Fenestration Conduction,1.4326324786324787,0.0,0.0,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
9,Fenestration Solar,0.0,0.0,0.35056312576312576,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
10,Opaque Door,0.2003150183150183,0.0,0.0,0.0,OutPatientHealthCare_STD2013_Albuquerque,OutPatientHealthCare,4B,STD2013
0,People,0.0,0.0,1.0126882748487358,0.5465778718321649,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
1,Lights,0.0,0.0,5.995904350265663,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
2,Equipment,0.0,0.0,12.593044036598183,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
3,Refrigeration,0.08177884683859894,0.006562065572130636,0.0,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
4,Water Use Equipment,0.0,0.0,0.0180570870308179,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
5,Infiltration,0.1709933764085938,0.06173947692938557,0.04521039185414519,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
6,Roof,0.5206596794959486,0.0,0.3225780020052619,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
7,Interzone Ceiling,0.0,0.0,0.09154054560745292,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
8,Exterior Wall,1.2529603614638611,0.0,0.0,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
9,Interzone Wall,0.001360110127102602,0.0,0.0,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
10,Ground Contact Wall,0.03703101663863915,0.0,0.0,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
11,Fenestration Conduction,0.9586557160066869,0.0,0.18344556760604389,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
12,Fenestration Solar,0.0,0.0,0.6876032400183236,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
13,Opaque Door,0.05297722103292518,0.0,0.0,0.0,Hospital_STD2019_GreatFalls,Hospital,6B,STD2019
0,People,0.0,0.0,16.672173810324303,9.039101870950741,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
1,Lights,0.0,0.0,3.530630344113184,0.0,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
2,Equipment,0.006560594633397243,0.0,20.628483157808652,5.244535715259289,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
3,Refrigeration,0.0,0.004507001299397552,1.276482721647236,0.0,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
4,Water Use Equipment,0.0,0.0,0.24009232083306828,0.0,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
5,Infiltration,1.9174564520086141,0.48526592216336056,1.1838293154991777,2.906245286276363,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
6,Interzone Ceiling,1.662974439123679,0.0,0.3450491135927888,0.0,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
7,Exterior Wall,1.7518423276480903,0.0,0.0,0.0,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
8,Ground Contact Floor,0.3449128131502667,0.0,0.06780674414589599,0.0,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
9,Fenestration Conduction,2.4257117154773695,0.0,0.1257853177163315,0.0,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
10,Fenestration Solar,0.0,0.0,1.2349510681411346,0.0,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
11,Opaque Door,0.06584220043434408,0.0,0.0,0.0,RestaurantSitDown_STD2016_Rochester,RestaurantSitDown,6A,STD2016
0,People,0.0,0.0,16.65688998736949,9.042402158999009,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
1,Lights,0.0,0.0,4.257489709316589,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
2,Equipment,0.0,0.0,20.506165323350082,5.244535715259289,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
3,Refrigeration,0.0,0.004706908615096637,1.2767353318007104,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
4,Water Use Equipment,0.0,0.0,0.24008323413690014,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
5,Infiltration,0.7965397860991722,0.19928942035965141,0.709996274454571,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
6,Interzone Ceiling,0.9948114964879919,0.0,0.23862027605382957,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
7,Exterior Wall,1.3775249656977218,0.0,0.0,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
8,Ground Contact Floor,0.15053020872141096,0.0,0.36833104651479764,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
9,Fenestration Conduction,1.522675850287594,0.0,0.2720066151148104,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
10,Fenestration Solar,0.0,0.0,1.389079608545129,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
11,Opaque Door,0.06231656232110566,0.0,0.0,0.0,RestaurantSitDown_STD2013_Seattle,RestaurantSitDown,4C,STD2013
0,People,0.0,0.0,0.030810374639769454,0.01976868395773295,Warehouse_STD2013_Tucson,Warehouse,2B,STD2013
1,Lights,0.0,0.0,0.8354142170989434,0.0,Warehouse_STD2013_Tucson,Warehouse,2B,STD2013
2,Equipment,0.0,0.0,0.6629060518731988,0.0,Warehouse_STD2013_Tucson,Warehouse,2B,STD2013
